Tipo de Especie,Cantidad Producida,Mes,Año,
Cattleya,12,Agosto,2024,
Cactus,26,Agosto,2024,
Cymbidium,120,Agosto,2024,
Dendrobium ,70,Agosto,2024,
Dendrobium Calante,3,Agosto,2024,
Dimerandra,5,Agosto,2024,
Espotalotti,3,Agosto,2024,
Falenosis,3,Agosto,2024,
Hoya Carnosa,6,Agosto,2024,
Gongora,2,Agosto,2024,
Jade,3,Agosto,2024,
Maximillaria,2,Agosto,2024,
Mala Madre,20,Agosto,2024,
Moje Maculata,9,Agosto,2024,
Mijuaquina,15,Agosto,2024,
Oncidium,3,Agosto,2024,
Ornithocephalus,30,Agosto,2024,
Peristeria Elata,3,Agosto,2024,
Epidendrum,5,Agosto,2024,
Pino Cipres,15,Agosto,2024,
Tolumnia,5,Agosto,2024,
Zamioculcas,15,Agosto,2024,
Suculenta ,50,Agosto,2024,
Vanda ,9,Agosto,2024,
24 Horas,10,Agosto,2024,
Vainilla,10,Agosto,2024,
Aguacate,1,Septiembre ,2024,
Almendra,65,Septiembre ,2024,
Aleli,22,Septiembre ,2024,
Aleli Adulto ,7,Septiembre ,2024,
Agave ,39,Septiembre ,2024,
Avellana ,36,Septiembre ,2024,
Alamo ,490,Septiembre ,2024,
Algodón ,80,Septiembre ,2024,
Ascacia Rompe Viento ,120,Septiembre ,2024,
Aromatica ,60,Septiembre ,2024,
Bambu Grande,18,Septiembre ,2024,
Bromelia,5,Septiembre ,2024,
Cayena ,575,Septiembre ,2024,
Bambu Enano,18,Septiembre ,2024,
Caimoni ,72,Septiembre ,2024,
Caimito ,4,Septiembre ,2024,
Cajuil,70,Septiembre ,2024,
Cactus,1,Septiembre ,2024,
Caucho,9,Septiembre ,2024,
Caoba Criolla,149,Septiembre ,2024,
Campana Morada,140,Septiembre ,2024,
Cedro ,679,Septiembre ,2024,
Copey,26,Septiembre ,2024,
Corazon de paloma,1,Septiembre ,2024,
Cuadricula ,5,Septiembre ,2024,
Costilla de Adam,3,Septiembre ,2024,
Cuerno de venado ,43,Septiembre ,2024,
Coralillos,230,Septiembre ,2024,
Crotos,2535,Septiembre ,2024,
Dianela ,17,Septiembre ,2024,
Duende ,9,Septiembre ,2024,
Diente de dragon ,260,Septiembre ,2024,
Escabiola ,269,Septiembre ,2024,
Ficus Alex,4,Septiembre ,2024,
Filodendro ,31,Septiembre ,2024,
Filodendro Grande,15,Septiembre ,2024,
Flor de Bayahibe ,48,Septiembre ,2024,
Franboyan,434,Septiembre ,2024,
Gallego Perejil,170,Septiembre ,2024,
Gallego Matizado,400,Septiembre ,2024,
Guardia Civil,120,Septiembre ,2024,
Guarana ,560,Septiembre ,2024,
Guayacan,337,Septiembre ,2024,
Grigri,32,Septiembre ,2024,
Gina ,48,Septiembre ,2024,
Granberry,90,Septiembre ,2024,
Higuero,180,Septiembre ,2024,
Iris Amarilla ,39,Septiembre ,2024,
Jacaranda ,390,Septiembre ,2024,
Juan Primero,407,Septiembre ,2024,
Lengua de Vaca Grande ,326,Septiembre ,2024,
Limoncillo frutal,43,Septiembre ,2024,
Llorona ,6,Septiembre ,2024,
Lluvia de coral,1321,Septiembre ,2024,
Laurel,1,Septiembre ,2024,
Mara ,418,Septiembre ,2024,
Malva Roja ,560,Septiembre ,2024,
Malva Verde,580,Septiembre ,2024,
Masanyana ,5,Septiembre ,2024,
Mangle ,30,Septiembre ,2024,
Nispero,2,Septiembre ,2024,
Oreja de Elefante ,7,Septiembre ,2024,
Orquidea de tierra,15,Septiembre ,2024,
Palma Areca,26,Septiembre ,2024,
Pajon Blanco,80,Septiembre ,2024,
Palma Datilera,617,Septiembre ,2024,
Palma Real,25,Septiembre ,2024,
Palma Cana ,414,Septiembre ,2024,
Palma Alexandra ,1405,Septiembre ,2024,
Palma Coco Plumoso,372,Septiembre ,2024,
Palma Manila ,380,Septiembre ,2024,
Palma Cola de Zorro,10,Septiembre ,2024,
Palma Santiago,60,Septiembre ,2024,
Palma Robelina ,140,Septiembre ,2024,
Palma Bermuda ,240,Septiembre ,2024,
Palma Guano,283,Septiembre ,2024,
Perla Negra,6,Septiembre ,2024,
Palma Mongo Meliana ,245,Septiembre ,2024,
Pata de Vaca ,9,Septiembre ,2024,
Pintalabio ,161,Septiembre ,2024,
Pono Cubano ,2,Septiembre ,2024,
Penda ,439,Septiembre ,2024,
Reflexa ,400,Septiembre ,2024,
Robles Amarillo,3905,Septiembre ,2024,
Robles Morado,461,Septiembre ,2024,
Tamarindo ,250,Septiembre ,2024,
Uva de Sierra ,100,Septiembre ,2024,
Uva de Playa,4225,Septiembre ,2024,
Violeta ,1655,Septiembre ,2024,
Voladora ,250,Septiembre ,2024,
Yinyere,10,Septiembre ,2024,
Zapatico matizado,690,Septiembre ,2024,
Zapatico Verde,400,Septiembre ,2024,
Atenia ,10,Septiembre ,2024,
Brassavola,6,Septiembre ,2024,
Cattleya,10,Septiembre ,2024,
Cactus,30,Septiembre ,2024,
Cymbidium,108,Septiembre ,2024,
Dendrobium,75,Septiembre ,2024,
Dendrobium Calante,2,Septiembre ,2024,
Dimerandra,10,Septiembre ,2024,
Espotalotti,3,Septiembre ,2024,
Falenosis,3,Septiembre ,2024,
Hoya Carnosa,12,Septiembre ,2024,
Gongora ,2,Septiembre ,2024,
Jade,60,Septiembre ,2024,
Maxillaria,3,Septiembre ,2024,
Moje Maculata ,8,Septiembre ,2024,
Mala Madre ,25,Septiembre ,2024,
Mijuaquina ,10,Septiembre ,2024,
Oncidium,2,Septiembre ,2024,
Ornithocephalus,10,Septiembre ,2024,
Peristeria Elata,3,Septiembre ,2024,
Epidendrum,5,Septiembre ,2024,
Pino Cipres,15,Septiembre ,2024,
Tolumnia,3,Septiembre ,2024,
Zamioculcas,12,Septiembre ,2024,
Suculenta,50,Septiembre ,2024,
Vanda ,7,Septiembre ,2024,
24 Horas ,8,Septiembre ,2024,
Vainilla ,10,Septiembre ,2024,
Atenia ,10,Octubre,2024,
Aglaonema,26,Octubre,2024,
Brassavola,10,Octubre,2024,
Arbol Lechero ,8,Octubre,2024,
Cattleya ,10,Octubre,2024,
Callisia ,6,Octubre,2024,
Cactus ,18,Octubre,2024,
Cymbidium,108,Octubre,2024,
Cinta,5,Octubre,2024,
Cheflera ,10,Octubre,2024,
Duende ,15,Octubre,2024,
Dendrobium,15,Octubre,2024,
Dendrobium Calante,2,Octubre,2024,
Dimerandra ,10,Octubre,2024,
Espalotti,3,Octubre,2024,
Fenosis,3,Octubre,2024,
Helecho,23,Octubre,2024,
Hoya Carnosa,10,Octubre,2024,
Gongora ,2,Octubre,2024,
Iresine ,5,Octubre,2024,
Jade ,40,Octubre,2024,
Maximillaria,3,Octubre,2024,
Mala Madre ,25,Octubre,2024,
Moje Maculata ,8,Octubre,2024,
Oncidium,10,Octubre,2024,
Mijuaquina ,10,Octubre,2024,
Ornithocephalus,2,Octubre,2024,
Peristeria Elata,3,Octubre,2024,
Epidendrum,5,Octubre,2024,
Peperomia,18,Octubre,2024,
Pino Cipres,55,Octubre,2024,
Trebol,5,Octubre,2024,
Tolumnia ,3,Octubre,2024,
Zamioculcas,6,Octubre,2024,
Suculenta,70,Octubre,2024,
Vanda,7,Octubre,2024,
Verdolaga,41,Octubre,2024,
Vinca,18,Octubre,2024,
24 Hora,7,Octubre,2024,
Vainilla ,10,Octubre,2024,
Guayacan ,280,Octubre,2024,
Grigri,10,Octubre,2024,
Guanillo ,900,Octubre,2024,
Gina,45,Octubre,2024,
Gramberry,22,Octubre,2024,
Higuero,200,Octubre,2024,
Iris Blanca ,40,Octubre,2024,
Jacaranda ,170,Octubre,2024,
Juan Primero,170,Octubre,2024,
Lengua de Vaca Grande,550,Octubre,2024,
Limonsillo Aromatico,65,Octubre,2024,
Llorona ,6,Octubre,2024,
Lluvia de coral,625,Octubre,2024,
Mara ,515,Octubre,2024,
Malva Roja ,500,Octubre,2024,
Malva Verde,1310,Octubre,2024,
Oreja de Elefante ,7,Octubre,2024,
Palo de Brasil,50,Octubre,2024,
Pajon Blanco,10,Octubre,2024,
Palma Carpintero,75,Octubre,2024,
Palma Datilera ,540,Octubre,2024,
Palma Real,12,Octubre,2024,
Palma Cana ,390,Octubre,2024,
Palma Alexandra ,300,Octubre,2024,
Palma Coco Plumoso,355,Octubre,2024,
Palma Manila ,480,Octubre,2024,
Palma Cola de Zorro,22,Octubre,2024,
Palma Santiago ,80,Octubre,2024,
Palma Robelina ,70,Octubre,2024,
Palma Bermuda ,120,Octubre,2024,
Perla Negra,15,Octubre,2024,
Palma Mongomeliana ,150,Octubre,2024,
Pata de Vaca ,7,Octubre,2024,
Pintalabio,300,Octubre,2024,
Pono Cubano ,75,Octubre,2024,
Penda ,335,Octubre,2024,
Reflexa ,420,Octubre,2024,
Robles Amarillo ,2125,Octubre,2024,
Roble Morado,760,Octubre,2024,
Tamarindo ,220,Octubre,2024,
Uva de Sierra,70,Octubre,2024,
Uva de Playa ,2110,Octubre,2024,
Violeta ,1100,Octubre,2024,
Voladora ,250,Octubre,2024,
Almendra ,5,Octubre,2024,
Aleli,10,Octubre,2024,
Aleli Adulto ,10,Octubre,2024,
Agave ,8,Octubre,2024,
Avellana ,25,Octubre,2024,
Alamo ,400,Octubre,2024,
Algodón ,125,Octubre,2024,
Ascacia Rompe Viento ,125,Octubre,2024,
Aromatica ,40,Octubre,2024,
Bambu Grande,15,Octubre,2024,
Bromelia,5,Octubre,2024,
Cayena ,1035,Octubre,2024,
Caimito ,10,Octubre,2024,
Caimoni,65,Octubre,2024,
Caucho,2,Octubre,2024,
Caoba Criolla,130,Octubre,2024,
Campana Morada,150,Octubre,2024,
Cedro,690,Octubre,2024,
cossandra,2,Octubre,2024,
Copey,38,Octubre,2024,
Corazon de paloma,1,Octubre,2024,
Cuadricula,3,Octubre,2024,
Costilla de Adam,2,Octubre,2024,
Cuerno de Venado,60,Octubre,2024,
Cordelines ,10,Octubre,2024,
Coralillos,40,Octubre,2024,
Crotos ,2175,Octubre,2024,
Duende ,10,Octubre,2024,
Diente de dragon ,280,Octubre,2024,
Escabiola ,155,Octubre,2024,
Ficus Lyrata ,9,Octubre,2024,
Ficus Alex ,5,Octubre,2024,
Filodendro,75,Octubre,2024,
Flor de Bayahibe ,45,Octubre,2024,
Franboyan,435,Octubre,2024,
Gallego Perejir ,200,Octubre,2024,
Zapatico matizado,192,Octubre,2024,
Zapatico Verde,550,Octubre,2024,
Gallego Matizado ,224,Octubre,2024,
Guardia Civil,30,Octubre,2024,
Guarana ,150,Octubre,2024,
Atenia ,20,Noviembre,2024,
Aglaonema,20,Noviembre,2024,
Brassavola,15,Noviembre,2024,
Arbol Lechero ,4,Noviembre,2024,
Cattleya,12,Noviembre,2024,
Callisia ,5,Noviembre,2024,
Cactus,75,Noviembre,2024,
Cymbidium,175,Noviembre,2024,
Cinta,5,Noviembre,2024,
Cheflera ,10,Noviembre,2024,
Duende ,6,Noviembre,2024,
Denbrodium,45,Noviembre,2024,
Denbrodium Calante,2,Noviembre,2024,
Espotalotti,2,Noviembre,2024,
Falenosis,3,Noviembre,2024,
Helecho,35,Noviembre,2024,
Hoya Carnosa,8,Noviembre,2024,
Gongora,2,Noviembre,2024,
Iresine ,5,Noviembre,2024,
Jade,55,Noviembre,2024,
Maxillaria,2,Noviembre,2024,
Moje Maculata,8,Noviembre,2024,
Mijuaquina,7,Noviembre,2024,
Oncidium,4,Noviembre,2024,
Ornithocephalus,10,Noviembre,2024,
Epidendrum,5,Noviembre,2024,
Peperomia,22,Noviembre,2024,
Pino Cipres,155,Noviembre,2024,
Trebol,15,Noviembre,2024,
Tolumnia ,3,Noviembre,2024,
Zamioculcas,50,Noviembre,2024,
Suculenta,200,Noviembre,2024,
Vanda,7,Noviembre,2024,
Verdolaga,55,Noviembre,2024,
Vinca,5,Noviembre,2024,
24 Horas,7,Noviembre,2024,
Vainilla,7,Noviembre,2024,
Aleli Adulto,15,Noviembre,2024,
Agave,300,Noviembre,2024,
Avellana,30,Noviembre,2024,
Alamo,500,Noviembre,2024,
Algodo,60,Noviembre,2024,
Ascacia Rompe Viento ,70,Noviembre,2024,
Aromatica,40,Noviembre,2024,
Bambu Grande,15,Noviembre,2024,
Bromelia,3,Noviembre,2024,
Carga de Agua,200,Noviembre,2024,
Caimoni,30,Noviembre,2024,
Caucho,3,Noviembre,2024,
Caoba Criolla,250,Noviembre,2024,
Campana Morada,75,Noviembre,2024,
Cedro,450,Noviembre,2024,
Copey,10,Noviembre,2024,
Corazon de paloma,1,Noviembre,2024,
Costilla de Adam,1,Noviembre,2024,
Cuerno de Venado,60,Noviembre,2024,
Cordelines ,10,Noviembre,2024,
Coralillos ,60,Noviembre,2024,
Crotos,1821,Noviembre,2024,
Duende ,20,Noviembre,2024,
Diente de Dragon,225,Noviembre,2024,
Escabiola ,130,Noviembre,2024,
Ficus Lyrata,5,Noviembre,2024,
Ficus Alex,2,Noviembre,2024,
Filodendro,200,Noviembre,2024,
Flor de Bayahibe ,60,Noviembre,2024,
Franboyan,325,Noviembre,2024,
Gallego Perejil,75,Noviembre,2024,
Gallego Matizado,200,Noviembre,2024,
Guardia Civil,35,Noviembre,2024,
Guarana ,210,Noviembre,2024,
Guayacan,1200,Noviembre,2024,
Gri Gri,20,Noviembre,2024,
Guanillo,200,Noviembre,2024,
Gina,45,Noviembre,2024,
Gramberry,5,Noviembre,2024,
Higuero,110,Noviembre,2024,
Iris Blanca,150,Noviembre,2024,
Jacaranda ,200,Noviembre,2024,
Jazmin ,30,Noviembre,2024,
Juan Primero,380,Noviembre,2024,
Lengua de Vaca Grande,400,Noviembre,2024,
Limoncillo Aromatico,75,Noviembre,2024,
Llorona ,5,Noviembre,2024,
Luvia de Coral,1300,Noviembre,2024,
Mara ,1600,Noviembre,2024,
Malva Roja,500,Noviembre,2024,
Malva Verde,1030,Noviembre,2024,
Maguey,15,Noviembre,2024,
Oreja de Elefante ,7,Noviembre,2024,
Palo de Brasil,30,Noviembre,2024,
Pajon Blanco,35,Noviembre,2024,
Palma Datilera,375,Noviembre,2024,
Palma Real,10,Noviembre,2024,
Palma Cana,200,Noviembre,2024,
Palma Alexandra,100,Noviembre,2024,
Palma Coco Plumoso,200,Noviembre,2024,
Palma Manila ,275,Noviembre,2024,
Palma Cola de Zorro,10,Noviembre,2024,
Palma Santiago,50,Noviembre,2024,
Palma Robelina,50,Noviembre,2024,
Palma Bermuda ,60,Noviembre,2024,
Palma Yarey,400,Noviembre,2024,
Perla Negra,4,Noviembre,2024,
Palma Mongomeliana ,50,Noviembre,2024,
Pintalabio,200,Noviembre,2024,
Pono Caribean,100,Noviembre,2024,
Penda ,235,Noviembre,2024,
Rosas,12,Noviembre,2024,
Reflexa ,315,Noviembre,2024,
Robles Amarillo,2280,Noviembre,2024,
Robles Morado,560,Noviembre,2024,
Roble Rosado,70,Noviembre,2024,
Tamarindo ,250,Noviembre,2024,
Uva de Sierra,130,Noviembre,2024,
Uva de Playa,2300,Noviembre,2024,
Violeta ,615,Noviembre,2024,
Voladora ,200,Noviembre,2024,
Zapatico matizado,100,Noviembre,2024,
Zapatico Verde ,300,Noviembre,2024,
Atenia ,8,Diciembre,2024,
Aglaonema,10,Diciembre,2024,
Brassavola,6,Diciembre,2024,
Arbol Lechero ,3,Diciembre,2024,
Cattleya,6,Diciembre,2024,
Callisia ,8,Diciembre,2024,
Cactus,60,Diciembre,2024,
Cymbidium,3,Diciembre,2024,
Cinta,10,Diciembre,2024,
Cheflera ,5,Diciembre,2024,
Duende ,10,Diciembre,2024,
Dendrobium,35,Diciembre,2024,
Dendrobium Calante,2,Diciembre,2024,
Espotalotti,3,Diciembre,2024,
Falenosis,5,Diciembre,2024,
Helecho,15,Diciembre,2024,
Hoya Carnosa,7,Diciembre,2024,
Gongora,3,Diciembre,2024,
Iresine ,5,Diciembre,2024,
Jade,10,Diciembre,2024,
Maxillaria,8,Diciembre,2024,
Moje Maculata,7,Diciembre,2024,
Mijuaquina,10,Diciembre,2024,
Oncidium,4,Diciembre,2024,
Ornithocephalus,9,Diciembre,2024,
Epidendrum,5,Diciembre,2024,
Peperonia,30,Diciembre,2024,
Pino Cipres,75,Diciembre,2024,
Trebol,10,Diciembre,2024,
Tolumnia,5,Diciembre,2024,
Zamioculcas,25,Diciembre,2024,
Suculenta,200,Diciembre,2024,
Vanda,7,Diciembre,2024,
Verdolaga,105,Diciembre,2024,
Vinca,5,Diciembre,2024,
24 Horas,7,Diciembre,2024,
Vainilla,8,Diciembre,2024,
Almendra,20,Diciembre,2024,
Aleli,26,Diciembre,2024,
Aleli Adulto,2,Diciembre,2024,
Agave,290,Diciembre,2024,
Avellana,30,Diciembre,2024,
Alamo,375,Diciembre,2024,
Algodón,60,Diciembre,2024,
Arbolito Chino,25,Diciembre,2024,
Ascacia Rosada,70,Diciembre,2024,
Bambu Grande,15,Diciembre,2024,
Bromelia,3,Diciembre,2024,
Cayena ,25,Diciembre,2024,
Cancion de la India,135,Diciembre,2024,
Carga de Agua,200,Diciembre,2024,
Caimoni,30,Diciembre,2024,
Capricho,1000,Diciembre,2024,
Caucho,1,Diciembre,2024,
Caoba Criolla,225,Diciembre,2024,
Campana Morada,75,Diciembre,2024,
Cedro,200,Diciembre,2024,
Copey,28,Diciembre,2024,
Corazon de Paloma,1,Diciembre,2024,
Cuerno de Venado,75,Diciembre,2024,
Cordelines ,34,Diciembre,2024,
Coralillos,55,Diciembre,2024,
Crotos,4120,Diciembre,2024,
Diente de Dragon,240,Diciembre,2024,
Escabiola ,70,Diciembre,2024,
Ficus Lyrata,5,Diciembre,2024,
Ficus Alex,2,Diciembre,2024,
Filodendro,200,Diciembre,2024,
Flor de Bayahibe ,75,Diciembre,2024,
Flor del Peru,170,Diciembre,2024,
Framboyan,500,Diciembre,2024,
Gallego Matizado,250,Diciembre,2024,
Guardia Civil,20,Diciembre,2024,
Guarana ,300,Diciembre,2024,
Guayacan,320,Diciembre,2024,
Gri Gri,7,Diciembre,2024,
Guanillo,180,Diciembre,2024,
Gina,45,Diciembre,2024,
Gramberry,35,Diciembre,2024,
Higuero,110,Diciembre,2024,
Iris Blanca,50,Diciembre,2024,
Isla Verde ,15,Diciembre,2024,
Jacaranda ,200,Diciembre,2024,
Jazmin ,5,Diciembre,2024,
Juan Primero,240,Diciembre,2024,
Lengua de Vaca Grande,350,Diciembre,2024,
Limoncillo Aromatico,45,Diciembre,2024,
Llorona ,5,Diciembre,2024,
Lluvia de Coral,1300,Diciembre,2024,
Mara ,350,Diciembre,2024,
Malva Roja,200,Diciembre,2024,
Malva Verde,800,Diciembre,2024,
Mantequilla,300,Diciembre,2024,
Maguey Morado,25,Diciembre,2024,
Maguey,3,Diciembre,2024,
Oreja de Elefante ,7,Diciembre,2024,
Palo de Brasil,15,Diciembre,2024,
Pajon Blanco,35,Diciembre,2024,
Palma Datilera,250,Diciembre,2024,
Palma Real,200,Diciembre,2024,
Palma Cana,225,Diciembre,2024,
Palma Alexandra,700,Diciembre,2024,
Palma Coco Plumoso,180,Diciembre,2024,
Palma Manila ,600,Diciembre,2024,
Palma Cola de Zorro,17,Diciembre,2024,
Palma Santiago,50,Diciembre,2024,
Palma Robelina,35,Diciembre,2024,
Palma Bermuda ,40,Diciembre,2024,
Palma Yarey,50,Diciembre,2024,
Perla Negra,3,Diciembre,2024,
Palma Mongomeliana ,200,Diciembre,2024,
Pintalabio,200,Diciembre,2024,
Pino Caribean,7,Diciembre,2024,
Pino Cipres,16,Diciembre,2024,
Penda ,300,Diciembre,2024,
Rosas,350,Diciembre,2024,
Reflexa ,475,Diciembre,2024,
Robles Amarillo,1600,Diciembre,2024,
Robles Morado,300,Diciembre,2024,
Tamarindo ,200,Diciembre,2024,
Uva de Sierra,130,Diciembre,2024,
Uva de Playa,3700,Diciembre,2024,
Violeta ,1040,Diciembre,2024,
Voladora ,200,Diciembre,2024,
Zapatico matizado,180,Diciembre,2024,
Zapatico Verde,200,Diciembre,2024,
Aleli ,40,Enero,2025,
Aleli Adulto ,8,Enero,2025,
Agave ,850,Enero,2025,
Avellana ,100,Enero,2025,
Alamo,410,Enero,2025,
Algodoncillos ,80,Enero,2025,
Algodón ,100,Enero,2025,
Arbolito Chino,7,Enero,2025,
Bambu Grande,5,Enero,2025,
Cayena ,20,Enero,2025,
Cancion de la India,110,Enero,2025,
Carga de Agua,200,Enero,2025,
Caimoni,60,Enero,2025,
Capricho,525,Enero,2025,
Caoba Criolla,30,Enero,2025,
Cedro,550,Enero,2025,
Copey,5,Enero,2025,
Cuerno de Venado,60,Enero,2025,
Cordelines ,27,Enero,2025,
Costilla de Adam,1,Enero,2025,
Coralillos ,20,Enero,2025,
Crotos,4100,Enero,2025,
Cheflera ,270,Enero,2025,
Diente de Dragon ,300,Enero,2025,
Escabiola ,140,Enero,2025,
Ficus Lyrata,4,Enero,2025,
Filodendro,200,Enero,2025,
Flor de Bayahibe ,20,Enero,2025,
Franboyan,180,Enero,2025,
Gallego Matizado ,200,Enero,2025,
Guardia ,30,Enero,2025,
Guarana ,350,Enero,2025,
Guayacan ,395,Enero,2025,
Helecho ,20,Enero,2025,
Higuero ,120,Enero,2025,
Iris Blanca ,120,Enero,2025,
Juan Primero,330,Enero,2025,
Lengua de Vaca Grande,450,Enero,2025,
Limoncillo frutal,75,Enero,2025,
Limonsilo Aromatico,50,Enero,2025,
llarona ,4,Enero,2025,
Lluvia de Coral,500,Enero,2025,
Mara ,265,Enero,2025,
Malva Roja ,440,Enero,2025,
Malva Verde ,850,Enero,2025,
Mantequilla,270,Enero,2025,
Mangle ,60,Enero,2025,
Nispero ,60,Enero,2025,
Oreja de Elefante ,7,Enero,2025,
Penda ,300,Enero,2025,
Palo de Brasil,15,Enero,2025,
Pajon rojo,100,Enero,2025,
Plama Cana ,210,Enero,2025,
Palma Guano,15,Enero,2025,
Palma Coco,150,Enero,2025,
Palma Manila ,400,Enero,2025,
Palma Datilera ,925,Enero,2025,
Palma Mongomeliana ,200,Enero,2025,
Pino Caribean ,91,Enero,2025,
pIntalabio ,200,Enero,2025,
Rosas,275,Enero,2025,
Rosas del Peru,160,Enero,2025,
Roble Amarillo ,2140,Enero,2025,
Roble Morado,1055,Enero,2025,
Tamarindo ,200,Enero,2025,
Trinitaria,30,Enero,2025,
Tocador,250,Enero,2025,
Uva de sierra ,120,Enero,2025,
Uva de Playa ,3655,Enero,2025,
Violeta ,1984,Enero,2025,
Voladora ,250,Enero,2025,
Zapatico matizado,120,Enero,2025,
Atenia,10,Enero,2025,
Aglaonema,45,Enero,2025,
Bambu Luky ,8,Enero,2025,
Demdrobium,75,Enero,2025,
Crossandra ,10,Enero,2025,
Cattleya,10,Enero,2025,
Callisia ,10,Enero,2025,
Cactus,55,Enero,2025,
Cymbidium,108,Enero,2025,
Cinta,10,Enero,2025,
Duende ,10,Enero,2025,
Espotalotti,3,Enero,2025,
Hoya Carnosa,12,Enero,2025,
Gongora,2,Enero,2025,
Jade ,10,Enero,2025,
Moje,50,Enero,2025,
Oncidium,4,Enero,2025,
Peperonia,25,Enero,2025,
Pino Cipres ,75,Enero,2025,
Phalaenopsis,3,Enero,2025,
Trebol,10,Enero,2025,
Sarmia,70,Enero,2025,
Suculenta,110,Enero,2025,
Vanda ,7,Enero,2025,
Verdolaga ,20,Enero,2025,
Aleli,40,Febrero,2025,
Agave Grande ,3,Febrero,2025,
Agave ,1280,Febrero,2025,
Avellana ,100,Febrero,2025,
Alamo,400,Febrero,2025,
Algodón ,130,Febrero,2025,
Cattleya,3,Febrero,2025,
Cayena ,100,Febrero,2025,
Caricatura,180,Febrero,2025,
Cancion de la India,75,Febrero,2025,
Campana Morada,70,Febrero,2025,
Caimoni,60,Febrero,2025,
Capricho,380,Febrero,2025,
Caoba Criolla,100,Febrero,2025,
Cedro,500,Febrero,2025,
Cuerno de Venado,55,Febrero,2025,
Cordelines ,20,Febrero,2025,
Costilla de Adam,1,Febrero,2025,
Crotos ,6580,Febrero,2025,
Cheflera ,120,Febrero,2025,
Chflera Enana,20,Febrero,2025,
Duende ,8,Febrero,2025,
Diente de Dragon ,350,Febrero,2025,
Escabiola ,150,Febrero,2025,
Flor de Campana ,70,Febrero,2025,
Ficus Lyrata,2,Febrero,2025,
Filodendro,200,Febrero,2025,
Flor del Peru,125,Febrero,2025,
Flor de Bayahibe ,40,Febrero,2025,
Franboyan ,440,Febrero,2025,
Cranberry,75,Febrero,2025,
Gallego Perejil,200,Febrero,2025,
Gallego Matizado ,200,Febrero,2025,
Gina ,35,Febrero,2025,
Guanillo ,150,Febrero,2025,
Guarana ,450,Febrero,2025,
Guayacan,270,Febrero,2025,
Helecho ,10,Febrero,2025,
Higuero,100,Febrero,2025,
Iris Amarilla ,20,Febrero,2025,
Iris Blanca ,90,Febrero,2025,
Jacaranda ,250,Febrero,2025,
Juan Primero,325,Febrero,2025,
Lengua de Vaca Grande,450,Febrero,2025,
Limoncillo Americano ,75,Febrero,2025,
Limonsilo Aromatico,80,Febrero,2025,
Llorona ,5,Febrero,2025,
Lluvia de Coral,330,Febrero,2025,
Mara ,310,Febrero,2025,
Malva Roja ,400,Febrero,2025,
Marva Verde ,900,Febrero,2025,
Mantequila ,250,Febrero,2025,
Mangle ,35,Febrero,2025,
Oreja de Elefante ,7,Febrero,2025,
peperomia ,175,Febrero,2025,
Penda ,300,Febrero,2025,
Palo de Brasil,16,Febrero,2025,
Pajon rojo,500,Febrero,2025,
Palma Alexandra ,200,Febrero,2025,
Palma Areca ,1400,Febrero,2025,
Palma Cana ,150,Febrero,2025,
Palma Cola de Zorro,10,Febrero,2025,
Palma Coco Plumoso,100,Febrero,2025,
Palma Manila ,225,Febrero,2025,
Palma Datilera ,400,Febrero,2025,
Palma Santiago ,30,Febrero,2025,
Palma Mongomeliana ,60,Febrero,2025,
Pintalabio ,200,Febrero,2025,
Pino Cubano ,160,Febrero,2025,
Reflexa ,810,Febrero,2025,
Rosas,130,Febrero,2025,
Roble Amarillo ,2800,Febrero,2025,
Roble Morado ,660,Febrero,2025,
Trinitaria,1150,Febrero,2025,
Tocador,300,Febrero,2025,
Tu y yo ,50,Febrero,2025,
Viento de Agua ,200,Febrero,2025,
Uva de Sierra ,100,Febrero,2025,
Uva de Playa,5570,Febrero,2025,
Violeta ,1970,Febrero,2025,
Voladora ,410,Febrero,2025,
Zapatico matizado,380,febrero,2025,
Atenia ,15,Febrero,2025,
Aglaonema,10,Febrero,2025,
Bambu Luky ,8,Febrero,2025,
Demdrobium,70,Febrero,2025,
Crossandra ,5,Febrero,2025,
Cattleya,10,Febrero,2025,
Callisia ,7,Febrero,2025,
Cactus,25,Febrero,2025,
Cymbidium,100,Febrero,2025,
Cinta,5,Febrero,2025,
Duende ,10,Febrero,2025,
Espalotti,2,Febrero,2025,
Hoya Carnosa,6,Febrero,2025,
Jade,3,Febrero,2025,
Moje,25,Febrero,2025,
Oncidium,3,Febrero,2025,
Peperonia,10,Febrero,2025,
Pino Cipres ,23,Febrero,2025,
Phalaenopsis,4,Febrero,2025,
Trebol,5,Febrero,2025,
Sarmia,25,Febrero,2025,
Suculenta,35,Febrero,2025,
Vanda,7,Febrero,2025,
Verdolaga ,15,Febrero,2025,
Agave ,1345,Marzo,2025,
Agave Gigante ,3,Marzo,2025,
Avellana ,20,Marzo,2025,
Alamo,300,Marzo,2025,
Acacia Rosada ,80,Marzo,2025,
Algodón,75,Marzo,2025,
Bambu Grande ,50,Marzo,2025,
Cayena ,1700,Marzo,2025,
Cancion de la India,35,Marzo,2025,
Caricatura,190,Marzo,2025,
Capricho,200,Marzo,2025,
Caoba Criolla,150,Marzo,2025,
Cadro,500,Marzo,2025,
Copey,25,Marzo,2025,
Coco,500,Marzo,2025,
Cuerno de Venado,75,Marzo,2025,
